grid,centroid,c_lon,c_lat,geometry
"1190963.280286 1000017.520396, 1190963.280286 1001017.520396, 1191963.280286 1001017.520396, 1191963.280286 1000017.520396, 1190963.280286 1000017.520396",POINT (1191463.2802863133 1000517.520395831),75.80393097800645,26.876563977750916,"POLYGON ((75.79881793509053 26.87211603582944, 75.79897089907203 26.881149269070992, 75.8090444212363 26.88101173187954, 75.8088906566145 26.871978509399316, 75.79881793509053 26.87211603582944))"
"1190963.280286 1001017.520396, 1190963.280286 1002017.520396, 1191963.280286 1002017.520396, 1191963.280286 1001017.520396, 1190963.280286 1001017.520396",POINT (1191463.2802863133 1001517.520395831),75.80408435450222,26.88559719983775,"POLYGON ((75.79897089907203 26.881149269070992, 75.79912388737813 26.890182490693004, 75.80919821030994 26.890044942741973, 75.8090444212363 26.88101173187954, 75.79897089907203 26.881149269070992))"
"1190963.280286 1002017.520396, 1190963.280286 1003017.520396, 1191963.280286 1003017.520396, 1191963.280286 1002017.520396, 1190963.280286 1002017.520396",POINT (1191463.2802863133 1002517.520395831),75.80423775538912,26.894630410192903,"POLYGON ((75.79912388737813 26.890182490693004, 75.7992769000146 26.899215700469437, 75.80935202384127 26.899078141760544, 75.80919821030994 26.890044942741973, 75.79912388737813 26.890182490693004))"
"1190963.280286 1003017.520396, 1190963.280286 1004017.520396, 1191963.280286 1004017.520396, 1191963.280286 1003017.520396, 1190963.280286 1003017.520396",POINT (1191463.2802863133 1003517.520395831),75.80439118067295,26.903663608590303,"POLYGON ((75.7992769000146 26.899215700469437, 75.79942993698728 26.908248898174254, 75.80950586183613 26.908111328709257, 75.80935202384127 26.899078141760544, 75.7992769000146 26.899215700469437))"
"1190963.280286 1004017.520396, 1190963.280286 1005017.520396, 1191963.280286 1005017.520396, 1191963.280286 1004017.520396, 1190963.280286 1004017.520396",POINT (1191463.2802863133 1004517.520395831),75.80454463035956,26.91269679480394,"POLYGON ((75.79942993698728 26.908248898174254, 75.79958299830197 26.9172820835814, 75.80965972430033 26.917144503362007, 75.80950586183613 26.908111328709257, 75.79942993698728 26.908248898174254))"
"1190963.280286 1005017.520396, 1190963.280286 1006017.520396, 1191963.280286 1006017.520396, 1191963.280286 1005017.520396, 1190963.280286 1005017.520396",POINT (1191463.2802863133 1005517.520395831),75.80469810445476,26.921729968607718,"POLYGON ((75.79958299830197 26.9172820835814, 75.79973608396446 26.92631525646479, 75.80981361123973 26.92617766549272, 75.80965972430033 26.917144503362007, 75.79958299830197 26.9172820835814))"
"1190963.280286 1006017.520396, 1190963.280286 1007017.520396, 1191963.280286 1007017.520396, 1191963.280286 1006017.520396, 1190963.280286 1006017.520396",POINT (1191463.2802863133 1006517.520395831),75.80485160296435,26.930763129775595,"POLYGON ((75.79973608396446 26.92631525646479, 75.79988919398058 26.935348416598337, 75.80996752266014 26.935210814875376, 75.80981361123973 26.92617766549272, 75.79973608396446 26.92631525646479))"
"1190963.280286 1007017.520396, 1190963.280286 1008017.520396, 1191963.280286 1008017.520396, 1191963.280286 1007017.520396, 1190963.280286 1007017.520396",POINT (1191463.2802863133 1007517.520395831),75.8050051258942,26.93979627808144,"POLYGON ((75.79988919398058 26.935348416598337, 75.80004232835611 26.944381563755982, 75.81012145856745 26.94424395128382, 75.80996752266014 26.935210814875376, 75.79988919398058 26.935348416598337))"
"1190963.280286 1008017.520396, 1190963.280286 1009017.520396, 1191963.280286 1009017.520396, 1191963.280286 1008017.520396, 1190963.280286 1008017.520396",POINT (1191463.2802863133 1008517.520395831),75.80515867325012,26.948829413299187,"POLYGON ((75.80004232835611 26.944381563755982, 75.80019548709691 26.953414697711565, 75.81027541896746 26.95327707449193, 75.81012145856745 26.94424395128382, 75.80004232835611 26.944381563755982))"
"1190963.280286 1009017.520396, 1190963.280286 1010017.520396, 1191963.280286 1010017.520396, 1191963.280286 1009017.520396, 1190963.280286 1009017.520396",POINT (1191463.2802863133 1009517.520395831),75.80531224503792,26.95786253520267,"POLYGON ((75.80019548709691 26.953414697711565, 75.80034867020876 26.962447818238974, 75.81042940386605 26.962310184273623, 75.81027541896746 26.95327707449193, 75.80019548709691 26.953414697711565))"
"1190963.280286 1010017.520396, 1190963.280286 1011017.520396, 1191963.280286 1011017.520396, 1191963.280286 1010017.520396, 1190963.280286 1010017.520396",POINT (1191463.2802863133 1010517.520395831),75.80546584126347,26.966895643565763,"POLYGON ((75.80034867020876 26.962447818238974, 75.80050187769749 26.971480925112072, 75.81058341326904 26.971343280402728, 75.81042940386605 26.962310184273623, 75.80034867020876 26.962447818238974))"
"1190963.280286 1012017.520396, 1190963.280286 1013017.520396, 1191963.280286 1013017.520396, 1191963.280286 1012017.520396, 1190963.280286 1012017.520396",POINT (1191463.2802863133 1012517.520395831),75.80577310705105,26.984961818766198,"POLYGON ((75.80065510956891 26.980514018104653, 75.80080836582884 26.9895470969906, 75.81089150561165 26.989409430798506, 75.81073744718229 26.980376362653075, 75.80065510956891 26.980514018104653))"
"1190963.280286 1013017.520396, 1190963.280286 1014017.520396, 1191963.280286 1014017.520396, 1191963.280286 1013017.520396, 1190963.280286 1013017.520396",POINT (1191463.2802863133 1013517.520395831),75.80592677662477,26.993994885151178,"POLYGON ((75.80080836582884 26.9895470969906, 75.80096164648312 26.998580161543682, 75.81104558856296 26.998442484612806, 75.81089150561165 26.989409430798506, 75.80080836582884 26.9895470969906))"
"1190963.280286 1014017.520396, 1190963.280286 1015017.520396, 1191963.280286 1015017.520396, 1191963.280286 1014017.520396, 1190963.280286 1014017.520396",POINT (1191463.2802863133 1014517.520395831),75.80608047065958,27.003027937091083,"POLYGON ((75.80096164648312 26.998580161543682, 75.80111495153756 27.00761321153771, 75.81119969604211 27.007475523869793, 75.81104558856296 26.998442484612806, 75.80096164648312 26.998580161543682))"
"1191963.280286 989017.520396, 1191963.280286 990017.520396, 1192963.280286 990017.520396, 1192963.280286 989017.520396, 1191963.280286 989017.520396",POINT (1192463.2802863133 989517.520395831),75.81230975500533,26.777060053033864,"POLYGON ((75.80720085793052 26.77261235996852, 75.8073543539664 26.78164569533145, 75.8174190516922 26.781507559045842, 75.8172647564197 26.772474234519535, 75.80720085793052 26.77261235996852))"
"1191963.280286 990017.520396, 1191963.280286 991017.520396, 1192963.280286 991017.520396, 1192963.280286 990017.520396, 1191963.280286 990017.520396",POINT (1192463.2802863133 990517.520395831),75.81246366288515,26.78609337844793,"POLYGON ((75.8073543539664 26.78164569533145, 75.80750787439007 26.790679021561836, 75.81757337147944 26.790540874441348, 75.8174190516922 26.781507559045842, 75.8073543539664 26.78164569533145))"
"1191963.280286 991017.520396, 1191963.280286 992017.520396, 1192963.280286 992017.520396, 1192963.280286 991017.520396, 1191963.280286 991017.520396",POINT (1192463.2802863133 991517.520395831),75.81261759521917,26.795126694617398,"POLYGON ((75.80750787439007 26.790679021561836, 75.80766141920739 26.79971233843382, 75.81772771578726 26.799574180480185, 75.81757337147944 26.790540874441348, 75.80750787439007 26.790679021561836))"
"1191963.280286 992017.520396, 1191963.280286 993017.520396, 1192963.280286 993017.520396, 1192963.280286 992017.520396, 1191963.280286 992017.520396",POINT (1192463.2802863133 992517.520395831),75.8127715520132,26.804160001316355,"POLYGON ((75.80766141920739 26.79971233843382, 75.80781498842413 26.808745645721554, 75.8178820846215 26.808607476936476, 75.81772771578726 26.799574180480185, 75.80766141920739 26.79971233843382))"
"1191963.280286 993017.520396, 1191963.280286 994017.520396, 1192963.280286 994017.520396, 1192963.280286 993017.520396, 1191963.280286 993017.520396",POINT (1192463.2802863133 993517.520395831),75.81292553327307,26.81319329831899,"POLYGON ((75.80781498842413 26.808745645721554, 75.80796858204614 26.817778943199098, 75.818036477988 26.817640763584347, 75.8178820846215 26.808607476936476, 75.80781498842413 26.808745645721554))"
"1191963.280286 994017.520396, 1191963.280286 995017.520396, 1192963.280286 995017.520396, 1192963.280286 994017.520396, 1191963.280286 994017.520396",POINT (1192463.2802863133 994517.520395831),75.81307953900463,26.822226585399363,"POLYGON ((75.80796858204614 26.817778943199098, 75.80812220007923 26.826812230640577, 75.81819089589264 26.826674040197876, 75.818036477988 26.817640763584347, 75.80796858204614 26.817778943199098))"
"1191963.280286 995017.520396, 1191963.280286 996017.520396, 1192963.280286 996017.520396, 1192963.280286 995017.520396, 1191963.280286 995017.520396",POINT (1192463.2802863133 995517.520395831),75.81323356921371,26.831259862331596,"POLYGON ((75.80812220007923 26.826812230640577, 75.8082758425292 26.835845507820068, 75.81834533834125 26.835707306551157, 75.81819089589264 26.826674040197876, 75.80812220007923 26.826812230640577))"
"1191963.280286 996017.520396, 1191963.280286 997017.520396, 1192963.280286 997017.520396, 1192963.280286 996017.520396, 1191963.280286 996017.520396",POINT (1192463.2802863133 996517.520395831),75.81338762390612,26.84029312888973,"POLYGON ((75.8082758425292 26.835845507820068, 75.80842950940189 26.844878774511656, 75.81849980533967 26.844740562418238, 75.81834533834125 26.835707306551157, 75.8082758425292 26.835845507820068))"
"1191963.280286 997017.520396, 1191963.280286 998017.520396, 1192963.280286 998017.520396, 1192963.280286 997017.520396, 1191963.280286 997017.520396",POINT (1192463.2802863133 997517.520395831),75.81354170308774,26.849326384847846,"POLYGON ((75.80842950940189 26.844878774511656, 75.80858320070311 26.85391203048937, 75.81865429689377 26.85377380757323, 75.81849980533967 26.844740562418238, 75.80842950940189 26.844878774511656))"
"1191963.280286 998017.520396, 1191963.280286 999017.520396, 1192963.280286 999017.520396, 1192963.280286 998017.520396, 1191963.280286 998017.520396",POINT (1192463.2802863133 998517.520395831),75.81369580676439,26.858359629979976,"POLYGON ((75.80858320070311 26.85391203048937, 75.8087369164387 26.862945275527256, 75.81880881300941 26.8628070417901, 75.81865429689377 26.85377380757323, 75.80858320070311 26.85391203048937))"
"1191963.280286 999017.520396, 1191963.280286 1000017.520396, 1192963.280286 1000017.520396, 1192963.280286 999017.520396, 1191963.280286 999017.520396",POINT (1192463.2802863133 999517.520395831),75.8138499349419,26.867392864060143,"POLYGON ((75.8087369164387 26.862945275527256, 75.8088906566145 26.871978509399316, 75.81896335369244 26.87184026484289, 75.81880881300941 26.8628070417901, 75.8087369164387 26.862945275527256))"
"1191963.280286 1000017.520396, 1191963.280286 1001017.520396, 1192963.280286 1001017.520396, 1192963.280286 1000017.520396, 1191963.280286 1000017.520396",POINT (1192463.2802863133 1000517.520395831),75.81400408762612,26.876426086862384,"POLYGON ((75.8088906566145 26.871978509399316, 75.8090444212363 26.88101173187954, 75.8191179189487 26.88087347650557, 75.81896335369244 26.87184026484289, 75.8088906566145 26.871978509399316))"
"1191963.280286 1001017.520396, 1191963.280286 1002017.520396, 1192963.280286 1002017.520396, 1192963.280286 1001017.520396, 1191963.280286 1001017.520396",POINT (1192463.2802863133 1001517.520395831),75.81415826482288,26.88545929816067,"POLYGON ((75.8090444212363 26.88101173187954, 75.80919821030994 26.890044942741973, 75.81927250878408 26.889906676552222, 75.8191179189487 26.88087347650557, 75.8090444212363 26.88101173187954))"
"1191963.280286 1002017.520396, 1191963.280286 1003017.520396, 1192963.280286 1003017.520396, 1192963.280286 1002017.520396, 1191963.280286 1002017.520396",POINT (1192463.2802863133 1002517.520395831),75.81431246653806,26.894492497728987,"POLYGON ((75.80919821030994 26.890044942741973, 75.80935202384127 26.899078141760544, 75.81942712320442 26.898939864756745, 75.81927250878408 26.889906676552222, 75.80919821030994 26.890044942741973))"
"1191963.280286 1003017.520396, 1191963.280286 1004017.520396, 1192963.280286 1004017.520396, 1192963.280286 1003017.520396, 1191963.280286 1003017.520396",POINT (1192463.2802863133 1003517.520395831),75.81446669277749,26.90352568534131,"POLYGON ((75.80935202384127 26.899078141760544, 75.80950586183613 26.908111328709257, 75.8195817622156 26.90797304089313, 75.81942712320442 26.898939864756745, 75.80935202384127 26.899078141760544))"
"1191963.280286 1004017.520396, 1191963.280286 1005017.520396, 1192963.280286 1005017.520396, 1192963.280286 1004017.520396, 1191963.280286 1004017.520396",POINT (1192463.2802863133 1004517.520395831),75.81462094354701,26.91255886077158,"POLYGON ((75.80950586183613 26.908111328709257, 75.80965972430033 26.917144503362007, 75.81973642582349 26.917006204735316, 75.8195817622156 26.90797304089313, 75.80950586183613 26.908111328709257))"
"1191963.280286 1005017.520396, 1191963.280286 1006017.520396, 1192963.280286 1006017.520396, 1192963.280286 1005017.520396, 1191963.280286 1005017.520396",POINT (1192463.2802863133 1005517.520395831),75.8147752188525,26.92159202379376,"POLYGON ((75.80965972430033 26.917144503362007, 75.80981361123973 26.92617766549272, 75.81989111403395 26.926039356057217, 75.81973642582349 26.917006204735316, 75.80965972430033 26.917144503362007))"
"1191963.280286 1006017.520396, 1191963.280286 1007017.520396, 1192963.280286 1007017.520396, 1192963.280286 1006017.520396, 1191963.280286 1006017.520396",POINT (1192463.2802863133 1006517.520395831),75.8149295186998,26.930625174181767,"POLYGON ((75.80981361123973 26.92617766549272, 75.80996752266014 26.935210814875376, 75.82004582685285 26.93507249463276, 75.81989111403395 26.926039356057217, 75.80981361123973 26.92617766549272))"
"1191963.280286 1007017.520396, 1191963.280286 1008017.520396, 1192963.280286 1008017.520396, 1192963.280286 1007017.520396, 1191963.280286 1007017.520396",POINT (1192463.2802863133 1007517.520395831),75.81508384309475,26.939658311709476,"POLYGON ((75.80996752266014 26.935210814875376, 75.81012145856745 26.94424395128382, 75.82020056428607 26.944105620235856, 75.82004582685285 26.93507249463276, 75.80996752266014 26.935210814875376))"
"1191963.280286 1008017.520396, 1191963.280286 1009017.520396, 1192963.280286 1009017.520396, 1192963.280286 1008017.520396, 1191963.280286 1008017.520396",POINT (1192463.2802863133 1008517.520395831),75.81523819204324,26.948691436150817,"POLYGON ((75.81012145856745 26.94424395128382, 75.81027541896746 26.95327707449193, 75.82035532633947 26.953138732640387, 75.82020056428607 26.944105620235856, 75.81012145856745 26.94424395128382))"
"1191963.280286 1009017.520396, 1191963.280286 1010017.520396, 1192963.280286 1010017.520396, 1192963.280286 1009017.520396, 1191963.280286 1009017.520396",POINT (1192463.2802863133 1009517.520395831),75.81539256555111,26.95772454727965,"POLYGON ((75.81027541896746 26.95327707449193, 75.81042940386605 26.962310184273623, 75.82051011301893 26.962171831620218, 75.82035532633947 26.953138732640387, 75.81027541896746 26.95327707449193))"
"1191963.280286 1010017.520396, 1191963.280286 1011017.520396, 1192963.280286 1011017.520396, 1192963.280286 1010017.520396, 1191963.280286 1010017.520396",POINT (1192463.2802863133 1010517.520395831),75.81554696362421,26.966757644869823,"POLYGON ((75.81042940386605 26.962310184273623, 75.81058341326904 26.971343280402728, 75.82066492433033 26.97120491694919, 75.82051011301893 26.962171831620218, 75.81042940386605 26.962310184273623))"
"1191963.280286 1013017.520396, 1191963.280286 1014017.520396, 1192963.280286 1014017.520396, 1192963.280286 1013017.520396, 1191963.280286 1013017.520396",POINT (1192463.2802863133 1013517.520395831),75.81601030529366,26.99385685414693,"POLYGON ((75.81089150561165 26.989409430798506, 75.81104558856296 26.998442484612806, 75.821129506115 26.998304088769416, 75.82097462087248 26.989271045749987, 75.81089150561165 26.989409430798506))"
"1192963.280286 989017.520396, 1192963.280286 990017.520396, 1193963.280286 990017.520396, 1193963.280286 989017.520396, 1192963.280286 989017.520396",POINT (1193463.2802863133 989517.520395831),75.82237404085691,26.77692156339961,"POLYGON ((75.8172647564197 26.772474234519535, 75.8174190516922 26.781507559045842, 75.82748372490326 26.781368705199217, 75.82732863039998 26.772335391565836, 75.8172647564197 26.772474234519535))"
"1192963.280286 990017.520396, 1192963.280286 991017.520396, 1193963.280286 991017.520396, 1193963.280286 990017.520396, 1192963.280286 990017.520396",POINT (1193463.2802863133 990517.520395831),75.8225287480339,26.785954877949756,"POLYGON ((75.8174190516922 26.781507559045842, 75.81757337147944 26.790540874441348, 75.82763884404821 26.79040200970353, 75.82748372490326 26.781368705199217, 75.8174190516922 26.781507559045842))"
"1192963.280286 991017.520396, 1192963.280286 992017.520396, 1193963.280286 992017.520396, 1193963.280286 991017.520396, 1192963.280286 991017.520396",POINT (1193463.2802863133 991517.520395831),75.82268347979202,26.794988183257043,"POLYGON ((75.81757337147944 26.790540874441348, 75.81772771578726 26.799574180480185, 75.82779398784068 26.799435304852913, 75.82763884404821 26.79040200970353, 75.81757337147944 26.790540874441348))"
"1192963.280286 992017.520396, 1192963.280286 993017.520396, 1193963.280286 993017.520396, 1193963.280286 992017.520396, 1192963.280286 992017.520396",POINT (1193463.2802863133 992517.520395831),75.82283823613713,26.80402147909558,"POLYGON ((75.81772771578726 26.799574180480185, 75.8178820846215 26.808607476936476, 75.82794915628658 26.808468590421494, 75.82779398784068 26.799435304852913, 75.81772771578726 26.799574180480185))"
"1192963.280286 993017.520396, 1192963.280286 994017.520396, 1193963.280286 994017.520396, 1193963.280286 993017.520396, 1192963.280286 993017.520396",POINT (1193463.2802863133 993517.520395831),75.82299301707508,26.81305476523951,"POLYGON ((75.8178820846215 26.808607476936476, 75.818036477988 26.817640763584347, 75.82810434939175 26.8175018661834, 75.82794915628658 26.808468590421494, 75.8178820846215 26.808607476936476))"
"1192963.280286 994017.520396, 1192963.280286 995017.520396, 1193963.280286 995017.520396, 1193963.280286 994017.520396, 1192963.280286 994017.520396",POINT (1193463.2802863133 994517.520395831),75.82314782261174,26.822088041462933,"POLYGON ((75.818036477988 26.817640763584347, 75.81819089589264 26.826674040197876, 75.82825956716209 26.82653513191269, 75.82810434939175 26.8175018661834, 75.818036477988 26.817640763584347))"
"1192963.280286 995017.520396, 1192963.280286 996017.520396, 1193963.280286 996017.520396, 1193963.280286 995017.520396, 1192963.280286 995017.520396",POINT (1193463.2802863133 995517.520395831),75.82330265275299,26.831121307539927,"POLYGON ((75.81819089589264 26.826674040197876, 75.81834533834125 26.835707306551157, 75.82841480960349 26.835568387383503, 75.82825956716209 26.82653513191269, 75.81819089589264 26.826674040197876))"
"1192963.280286 996017.520396, 1192963.280286 997017.520396, 1193963.280286 997017.520396, 1193963.280286 996017.520396, 1192963.280286 996017.520396",POINT (1193463.2802863133 996517.520395831),75.82345750750468,26.84015456324461,"POLYGON ((75.81834533834125 26.835707306551157, 75.81849980533967 26.844740562418238, 75.82857007672179 26.844601632369862, 75.82841480960349 26.835568387383503, 75.81834533834125 26.835707306551157))"
"1192963.280286 997017.520396, 1192963.280286 998017.520396, 1193963.280286 998017.520396, 1193963.280286 997017.520396, 1192963.280286 997017.520396",POINT (1193463.2802863133 997517.520395831),75.82361238687267,26.849187808350983,"POLYGON ((75.81849980533967 26.844740562418238, 75.81865429689377 26.85377380757323, 75.82872536852292 26.853634866645848, 75.82857007672179 26.844601632369862, 75.81849980533967 26.844740562418238))"
"1192963.280286 998017.520396, 1192963.280286 999017.520396, 1193963.280286 999017.520396, 1193963.280286 998017.520396, 1192963.280286 998017.520396",POINT (1193463.2802863133 998517.520395831),75.82376729086283,26.85822104263311,"POLYGON ((75.81865429689377 26.85377380757323, 75.81880881300941 26.8628070417901, 75.82888068501273 26.86266808998546, 75.82872536852292 26.853634866645848, 75.81865429689377 26.85377380757323))"
"1192963.280286 999017.520396, 1192963.280286 1000017.520396, 1193963.280286 1000017.520396, 1193963.280286 999017.520396, 1192963.280286 999017.520396",POINT (1193463.2802863133 999517.520395831),75.82392221948105,26.86725426586502,"POLYGON ((75.81880881300941 26.8628070417901, 75.81896335369244 26.87184026484289, 75.82903602619713 26.871701302162755, 75.82888068501273 26.86266808998546, 75.81880881300941 26.8628070417901))"
"1192963.280286 1000017.520396, 1192963.280286 1001017.520396, 1193963.280286 1001017.520396, 1193963.280286 1000017.520396, 1192963.280286 1000017.520396",POINT (1193463.2802863133 1000517.520395831),75.8240771727332,26.87628747782075,"POLYGON ((75.81896335369244 26.87184026484289, 75.8191179189487 26.88087347650557, 75.82919139208201 26.88073450295171, 75.82903602619713 26.871701302162755, 75.81896335369244 26.87184026484289))"
"1192963.280286 1001017.520396, 1192963.280286 1002017.520396, 1193963.280286 1002017.520396, 1193963.280286 1001017.520396, 1192963.280286 1001017.520396",POINT (1193463.2802863133 1001517.520395831),75.82423215062514,26.885320678274255,"POLYGON ((75.8191179189487 26.88087347650557, 75.81927250878408 26.889906676552222, 75.82934678267326 26.88976769212634, 75.82919139208201 26.88073450295171, 75.8191179189487 26.88087347650557))"
"1192963.280286 1002017.520396, 1192963.280286 1003017.520396, 1193963.280286 1003017.520396, 1193963.280286 1002017.520396, 1192963.280286 1002017.520396",POINT (1193463.2802863133 1002517.520395831),75.82438715316275,26.89435386699956,"POLYGON ((75.81927250878408 26.889906676552222, 75.81942712320442 26.898939864756745, 75.82950219797674 26.89880086946062, 75.82934678267326 26.88976769212634, 75.81927250878408 26.889906676552222))"
"1192963.280286 1003017.520396, 1192963.280286 1004017.520396, 1193963.280286 1004017.520396, 1193963.280286 1003017.520396, 1192963.280286 1003017.520396",POINT (1193463.2802863133 1003517.520395831),75.82454218035193,26.90338704377061,"POLYGON ((75.81942712320442 26.898939864756745, 75.8195817622156 26.90797304089313, 75.82965763799838 26.907834034728506, 75.82950219797674 26.89880086946062, 75.81942712320442 26.898939864756745))"
"1192963.280286 1004017.520396, 1192963.280286 1005017.520396, 1193963.280286 1005017.520396, 1193963.280286 1004017.520396, 1192963.280286 1004017.520396",POINT (1193463.2802863133 1004517.520395831),75.82469723219852,26.912420208361358,"POLYGON ((75.8195817622156 26.90797304089313, 75.81973642582349 26.917006204735316, 75.8298131027441 26.916867187703915, 75.82965763799838 26.907834034728506, 75.8195817622156 26.90797304089313))"
"1192963.280286 1005017.520396, 1192963.280286 1006017.520396, 1193963.280286 1006017.520396, 1193963.280286 1005017.520396, 1192963.280286 1005017.520396",POINT (1193463.2802863133 1005517.520395831),75.82485230870844,26.92145336054573,"POLYGON ((75.81973642582349 26.917006204735316, 75.81989111403395 26.926039356057217, 75.82996859221974 26.925900328160807, 75.8298131027441 26.916867187703915, 75.81973642582349 26.917006204735316))"
"1192963.280286 1006017.520396, 1192963.280286 1007017.520396, 1193963.280286 1007017.520396, 1193963.280286 1006017.520396, 1192963.280286 1006017.520396",POINT (1193463.2802863133 1006517.520395831),75.82500740988758,26.930486500097675,"POLYGON ((75.81989111403395 26.926039356057217, 75.82004582685285 26.93507249463276, 75.83012410643124 26.934933455873118, 75.82996859221974 26.925900328160807, 75.81989111403395 26.926039356057217))"
"1192963.280286 1007017.520396, 1192963.280286 1008017.520396, 1193963.280286 1008017.520396, 1193963.280286 1007017.520396, 1192963.280286 1007017.520396",POINT (1193463.2802863133 1007517.520395831),75.82516253574178,26.939519626791093,"POLYGON ((75.82004582685285 26.93507249463276, 75.82020056428607 26.944105620235856, 75.8302796453845 26.94396657061471, 75.83012410643124 26.934933455873118, 75.82004582685285 26.93507249463276))"
"1192963.280286 1008017.520396, 1192963.280286 1009017.520396, 1193963.280286 1009017.520396, 1193963.280286 1008017.520396, 1192963.280286 1008017.520396",POINT (1193463.2802863133 1008517.520395831),75.82531768627699,26.948552740399897,"POLYGON ((75.82020056428607 26.944105620235856, 75.82035532633947 26.953138732640387, 75.8304352090854 26.9529996721595, 75.8302796453845 26.94396657061471, 75.82020056428607 26.944105620235856))"
"1192963.280286 1009017.520396, 1192963.280286 1010017.520396, 1193963.280286 1010017.520396, 1193963.280286 1009017.520396, 1192963.280286 1009017.520396",POINT (1193463.2802863133 1009517.520395831),75.82547286149904,26.95758584069792,"POLYGON ((75.82035532633947 26.953138732640387, 75.82051011301893 26.962171831620218, 75.83059079753986 26.962032760281318, 75.8304352090854 26.9529996721595, 75.82035532633947 26.953138732640387))"
"1193963.280286 989017.520396, 1193963.280286 990017.520396, 1194963.280286 990017.520396, 1194963.280286 989017.520396, 1193963.280286 989017.520396",POINT (1194463.2802863133 989517.520395831),75.83243830213321,26.776782356233774,"POLYGON ((75.82732863039998 26.772335391565836, 75.82748372490326 26.781368705199217, 75.83754837347267 26.78122913379419, 75.83739247974445 26.772195831110047, 75.82732863039998 26.772335391565836))"
"1193963.280286 990017.520396, 1193963.280286 991017.520396, 1194963.280286 991017.520396, 1194963.280286 990017.520396, 1193963.280286 990017.520396",POINT (1194463.2802863133 990517.520395831),75.83259380860152,26.78581565986371,"POLYGON ((75.82748372490326 26.781368705199217, 75.82763884404821 26.79040200970353, 75.83770429196944 26.790262427350996, 75.83754837347267 26.78122913379419, 75.82748372490326 26.781368705199217))"
"1193963.280286 991017.520396, 1193963.280286 992017.520396, 1194963.280286 992017.520396, 1194963.280286 991017.520396, 1193963.280286 991017.520396",POINT (1194463.2802863133 991517.520395831),75.83274933977789,26.794848954252522,"POLYGON ((75.82763884404821 26.79040200970353, 75.82779398784068 26.799435304852913, 75.83786023524071 26.799295711554613, 75.83770429196944 26.790262427350996, 75.82763884404821 26.79040200970353))"
"1193963.280286 992017.520396, 1193963.280286 993017.520396, 1194963.280286 993017.520396, 1194963.280286 992017.520396, 1193963.280286 992017.520396",POINT (1194463.2802863133 992517.520395831),75.83290489566822,26.803882239174317,"POLYGON ((75.82779398784068 26.799435304852913, 75.82794915628658 26.808468590421494, 75.83801620329237 26.80832898617919, 75.83786023524071 26.799295711554613, 75.82779398784068 26.799435304852913))"
"1193963.280286 993017.520396, 1193963.280286 994017.520396, 1194963.280286 994017.520396, 1194963.280286 993017.520396, 1193963.280286 993017.520396",POINT (1194463.2802863133 993517.520395831),75.83306047627839,26.812915514403276,"POLYGON ((75.82794915628658 26.808468590421494, 75.82810434939175 26.8175018661834, 75.83817219613033 26.817362250998844, 75.83801620329237 26.80832898617919, 75.82794915628658 26.808468590421494))"
"1193963.280286 994017.520396, 1193963.280286 995017.520396, 1194963.280286 995017.520396, 1194963.280286 994017.520396, 1193963.280286 994017.520396",POINT (1194463.2802863133 994517.520395831),75.8332160816143,26.821948779713463,"POLYGON ((75.82810434939175 26.8175018661834, 75.82825956716209 26.82653513191269, 75.83832821376049 26.82639550578765, 75.83817219613033 26.817362250998844, 75.82810434939175 26.8175018661834))"
"1193963.280286 995017.520396, 1193963.280286 996017.520396, 1194963.280286 996017.520396, 1194963.280286 995017.520396, 1193963.280286 995017.520396",POINT (1194463.2802863133 995517.520395831),75.83337171168185,26.830982034878986,"POLYGON ((75.82825956716209 26.82653513191269, 75.82841480960349 26.835568387383503, 75.83848425618878 26.83542875031971, 75.83832821376049 26.82639550578765, 75.82825956716209 26.82653513191269))"
"1193963.280286 996017.520396, 1193963.280286 997017.520396, 1194963.280286 997017.520396, 1194963.280286 996017.520396, 1193963.280286 996017.520396",POINT (1194463.2802863133 996517.520395831),75.8335273664869,26.84001527967393,"POLYGON ((75.82841480960349 26.835568387383503, 75.82857007672179 26.844601632369862, 75.83864032342109 26.8444619843691, 75.83848425618878 26.83542875031971, 75.82841480960349 26.835568387383503))"
"1193963.280286 997017.520396, 1193963.280286 998017.520396, 1194963.280286 998017.520396, 1194963.280286 997017.520396, 1193963.280286 997017.520396",POINT (1194463.2802863133 997517.520395831),75.83368304603542,26.849048513872297,"POLYGON ((75.82857007672179 26.844601632369862, 75.82872536852292 26.853634866645848, 75.83879641546335 26.85349520770983, 75.83864032342109 26.8444619843691, 75.82857007672179 26.844601632369862))"
"1193963.280286 998017.520396, 1193963.280286 999017.520396, 1194963.280286 999017.520396, 1194963.280286 998017.520396, 1193963.280286 998017.520396",POINT (1194463.2802863133 998517.520395831),75.83383875033324,26.858081737248177,"POLYGON ((75.82872536852292 26.853634866645848, 75.82888068501273 26.86266808998546, 75.83895253232147 26.86252842011596, 75.83879641546335 26.85349520770983, 75.82872536852292 26.853634866645848))"
