grid,centroid,c_lon,c_lat,geometry
"1185963.280286 1004017.520396, 1185963.280286 1005017.520396, 1186963.280286 1005017.520396, 1186963.280286 1004017.520396, 1185963.280286 1004017.520396",POINT (1186463.2802863133 1004517.520395831),75.75416270084078,26.91337568920749,"POLYGON ((75.74904995016016 26.908925970143454, 75.74919900564072 26.917959208479818, 75.75927585210428 26.917825220335043, 75.75912599544544 26.908791992472178, 75.74904995016016 26.908925970143454))"
"1185963.280286 1005017.520396, 1185963.280286 1006017.520396, 1186963.280286 1006017.520396, 1186963.280286 1005017.520396, 1185963.280286 1005017.520396",POINT (1186463.2802863133 1005517.520395831),75.75431216879777,26.922408916076666,"POLYGON ((75.74919900564072 26.917959208479818, 75.74934808483218 26.9269924342839, 75.75942573260139 26.92685843566732, 75.75927585210428 26.917825220335043, 75.74919900564072 26.917959208479818))"
"1185963.280286 1006017.520396, 1185963.280286 1007017.520396, 1186963.280286 1007017.520396, 1186963.280286 1006017.520396, 1185963.280286 1006017.520396",POINT (1186463.2802863133 1006517.520395831),75.75446166053217,26.931442130301374,"POLYGON ((75.74934808483218 26.9269924342839, 75.74949718774016 26.936025647329597, 75.75957563694243 26.935891638242943, 75.75942573260139 26.92685843566732, 75.74934808483218 26.9269924342839))"
"1185963.280286 1007017.520396, 1185963.280286 1008017.520396, 1186963.280286 1008017.520396, 1186963.280286 1007017.520396, 1185963.280286 1007017.520396",POINT (1186463.2802863133 1007517.520395831),75.75461117604964,26.940475331655513,"POLYGON ((75.74949718774016 26.936025647329597, 75.74964631437034 26.945058847390836, 75.75972556513312 26.944924827835784, 75.75957563694243 26.935891638242943, 75.74949718774016 26.936025647329597))"
"1185963.280286 1008017.520396, 1185963.280286 1009017.520396, 1186963.280286 1009017.520396, 1186963.280286 1008017.520396, 1185963.280286 1008017.520396",POINT (1186463.2802863133 1008517.520395831),75.75476071535589,26.949508519912968,"POLYGON ((75.74964631437034 26.945058847390836, 75.74979546472838 26.954092034241516, 75.75987551717915 26.953958004219725, 75.75972556513312 26.944924827835784, 75.74964631437034 26.945058847390836))"
"1185963.280286 1009017.520396, 1185963.280286 1010017.520396, 1186963.280286 1010017.520396, 1186963.280286 1009017.520396, 1185963.280286 1009017.520396",POINT (1186463.2802863133 1009517.520395831),75.75491027845655,26.95854169484762,"POLYGON ((75.74979546472838 26.954092034241516, 75.74994463881993 26.963125207655473, 75.76002549308622 26.962991167168646, 75.75987551717915 26.953958004219725, 75.74979546472838 26.954092034241516))"
"1185963.280286 1010017.520396, 1185963.280286 1011017.520396, 1186963.280286 1011017.520396, 1186963.280286 1010017.520396, 1185963.280286 1010017.520396",POINT (1186463.2802863133 1010517.520395831),75.75505986535732,26.96757485623334,"POLYGON ((75.74994463881993 26.963125207655473, 75.75009383665065 26.972158367406553, 75.76017549286 26.97202431645638, 75.76002549308622 26.962991167168646, 75.74994463881993 26.963125207655473))"
"1185963.280286 1011017.520396, 1185963.280286 1012017.520396, 1186963.280286 1012017.520396, 1186963.280286 1011017.520396, 1185963.280286 1011017.520396",POINT (1186463.2802863133 1011517.520395831),75.75520947606391,26.97660800384393,"POLYGON ((75.75009383665065 26.972158367406553, 75.75024305822623 26.98119151326861, 75.76032551650621 26.981057451856767, 75.76017549286 26.97202431645638, 75.75009383665065 26.972158367406553))"
"1185963.280286 1012017.520396, 1185963.280286 1013017.520396, 1186963.280286 1013017.520396, 1186963.280286 1012017.520396, 1185963.280286 1012017.520396",POINT (1186463.2802863133 1012517.520395831),75.75535911058196,26.985641137453264,"POLYGON ((75.75024305822623 26.98119151326861, 75.75039230355233 26.990224645015456, 75.76047556403054 26.99009057314365, 75.76032551650621 26.981057451856767, 75.75024305822623 26.98119151326861))"
"1185963.280286 1013017.520396, 1185963.280286 1014017.520396, 1186963.280286 1014017.520396, 1186963.280286 1013017.520396, 1185963.280286 1013017.520396",POINT (1186463.2802863133 1013517.520395831),75.75550876891718,26.994674256835154,"POLYGON ((75.75039230355233 26.990224645015456, 75.75054157263462 26.999257762420893, 75.76062563543869 26.999123680090833, 75.76047556403054 26.99009057314365, 75.75039230355233 26.990224645015456))"
"1185963.280286 1014017.520396, 1185963.280286 1015017.520396, 1186963.280286 1015017.520396, 1186963.280286 1014017.520396, 1185963.280286 1014017.520396",POINT (1186463.2802863133 1014517.520395831),75.75565845107523,27.003707361763347,"POLYGON ((75.75054157263462 26.999257762420893, 75.75069086547876 27.00829086525872, 75.76077573073636 27.008156772472095, 75.76062563543869 26.999123680090833, 75.75054157263462 26.999257762420893))"
"1185963.280286 1015017.520396, 1185963.280286 1016017.520396, 1186963.280286 1016017.520396, 1186963.280286 1015017.520396, 1185963.280286 1015017.520396",POINT (1186463.2802863133 1015517.520395831),75.75580815706184,27.0127404520117,"POLYGON ((75.75069086547876 27.00829086525872, 75.75084018209044 27.017323953302725, 75.76092584992927 27.017189850061207, 75.76077573073636 27.008156772472095, 75.75069086547876 27.00829086525872))"
"1186963.280286 989017.520396, 1186963.280286 990017.520396, 1187963.280286 990017.520396, 1187963.280286 989017.520396, 1186963.280286 989017.520396",POINT (1187463.2802863133 989517.520395831),75.76198796156022,26.77774173814174,"POLYGON ((75.75688100229256 26.773292224553174, 75.75703050205874 26.782325613254432, 75.76709532045433 26.782191064812356, 75.76694502142277 26.773157686666124, 75.75688100229256 26.773292224553174))"
"1186963.280286 990017.520396, 1186963.280286 991017.520396, 1187963.280286 991017.520396, 1187963.280286 990017.520396, 1186963.280286 990017.520396",POINT (1187463.2802863133 990517.520395831),75.7621378728674,26.786775117030622,"POLYGON ((75.75703050205874 26.782325613254432, 75.75718002557808 26.791358992814615, 75.76724564336598 26.79122443381919, 75.76709532045433 26.782191064812356, 75.75703050205874 26.782325613254432))"
"1186963.280286 991017.520396, 1186963.280286 992017.520396, 1187963.280286 992017.520396, 1187963.280286 991017.520396, 1186963.280286 991017.520396",POINT (1187463.2802863133 991517.520395831),75.76228780799406,26.795808486666374,"POLYGON ((75.75718002557808 26.791358992814615, 75.75732957285625 26.80039236300787, 75.76739599016342 26.80025779346079, 75.76724564336598 26.79122443381919, 75.75718002557808 26.791358992814615))"
"1186963.280286 992017.520396, 1186963.280286 993017.520396, 1187963.280286 993017.520396, 1187963.280286 992017.520396, 1186963.280286 992017.520396",POINT (1187463.2802863133 992517.520395831),75.76243776694585,26.804841846823077,"POLYGON ((75.75732957285625 26.80039236300787, 75.7574791438989 26.80942572360832, 75.76754636085234 26.809291143511278, 75.76739599016342 26.80025779346079, 75.75732957285625 26.80039236300787))"
"1186963.280286 993017.520396, 1186963.280286 994017.520396, 1187963.280286 994017.520396, 1187963.280286 993017.520396, 1186963.280286 993017.520396",POINT (1187463.2802863133 993517.520395831),75.76258774972847,26.813875197274882,"POLYGON ((75.7574791438989 26.80942572360832, 75.7576287387117 26.818459074390063, 75.76769675543844 26.818324483744757, 75.76754636085234 26.809291143511278, 75.7574791438989 26.80942572360832))"
"1186963.280286 994017.520396, 1186963.280286 995017.520396, 1187963.280286 995017.520396, 1187963.280286 994017.520396, 1186963.280286 994017.520396",POINT (1187463.2802863133 994517.520395831),75.76273775634759,26.82290853779591,"POLYGON ((75.7576287387117 26.818459074390063, 75.75777835730032 26.82749241512721, 75.76784717392741 26.827357813935304, 75.76769675543844 26.818324483744757, 75.7576287387117 26.818459074390063))"
"1186963.280286 995017.520396, 1186963.280286 996017.520396, 1187963.280286 996017.520396, 1187963.280286 995017.520396, 1186963.280286 995017.520396",POINT (1187463.2802863133 995517.520395831),75.7628877868089,26.83194186816019,"POLYGON ((75.75777835730032 26.82749241512721, 75.75792799967041 26.83652574559384, 75.76799761632493 26.83639113385705, 75.76784717392741 26.827357813935304, 75.75777835730032 26.82749241512721))"
"1186963.280286 996017.520396, 1186963.280286 997017.520396, 1187963.280286 997017.520396, 1187963.280286 996017.520396, 1186963.280286 996017.520396",POINT (1187463.2802863133 996517.520395831),75.76303784111808,26.840975188141844,"POLYGON ((75.75792799967041 26.83652574559384, 75.75807766582767 26.845559065564004, 75.76814808263676 26.845424443283985, 75.76799761632493 26.83639113385705, 75.75792799967041 26.83652574559384))"
"1186963.280286 997017.520396, 1186963.280286 998017.520396, 1187963.280286 998017.520396, 1187963.280286 997017.520396, 1186963.280286 997017.520396",POINT (1187463.2802863133 997517.520395831),75.7631879192808,26.850008497514896,"POLYGON ((75.75807766582767 26.845559065564004, 75.75822735577776 26.854592374811748, 75.76829857286853 26.85445774199022, 75.76814808263676 26.845424443283985, 75.75807766582767 26.845559065564004))"
"1186963.280286 998017.520396, 1186963.280286 999017.520396, 1187963.280286 999017.520396, 1187963.280286 998017.520396, 1186963.280286 998017.520396",POINT (1187463.2802863133 998517.520395831),75.76333802130279,26.859041796053354,"POLYGON ((75.75822735577776 26.854592374811748, 75.75837706952633 26.863625673111105, 75.76844908702597 26.863491029749753, 75.76829857286853 26.85445774199022, 75.75822735577776 26.854592374811748))"
"1186963.280286 999017.520396, 1186963.280286 1000017.520396, 1187963.280286 1000017.520396, 1187963.280286 999017.520396, 1186963.280286 999017.520396",POINT (1187463.2802863133 999517.520395831),75.76348814718968,26.868075083531327,"POLYGON ((75.75837706952633 26.863625673111105, 75.7585268070791 26.8726589602361, 75.76859962511482 26.87252430633661, 75.76844908702597 26.863491029749753, 75.75837706952633 26.863625673111105))"
"1186963.280286 1000017.520396, 1186963.280286 1001017.520396, 1187963.280286 1001017.520396, 1187963.280286 1000017.520396, 1186963.280286 1000017.520396",POINT (1187463.2802863133 1000517.520395831),75.76363829694722,26.877108359722783,"POLYGON ((75.7585268070791 26.8726589602361, 75.7586765684417 26.88169223596071, 75.76875018714075 26.88155757152479, 75.76859962511482 26.87252430633661, 75.7585268070791 26.8726589602361))"
"1186963.280286 1001017.520396, 1186963.280286 1002017.520396, 1187963.280286 1002017.520396, 1187963.280286 1001017.520396, 1186963.280286 1001017.520396",POINT (1187463.2802863133 1001517.520395831),75.76378847058106,26.88614162440169,"POLYGON ((75.7586765684417 26.88169223596071, 75.75882635361984 26.890725500058956, 75.76890077310946 26.89059082508829, 75.76875018714075 26.88155757152479, 75.7586765684417 26.88169223596071))"
"1186963.280286 1002017.520396, 1186963.280286 1003017.520396, 1187963.280286 1003017.520396, 1187963.280286 1002017.520396, 1186963.280286 1002017.520396",POINT (1187463.2802863133 1002517.520395831),75.76393866809694,26.895174877342065,"POLYGON ((75.75882635361984 26.890725500058956, 75.75897616261919 26.899758752304802, 75.76905138302672 26.899624066801067, 75.76890077310946 26.89059082508829, 75.75882635361984 26.890725500058956))"
"1186963.280286 1003017.520396, 1186963.280286 1004017.520396, 1187963.280286 1004017.520396, 1187963.280286 1003017.520396, 1186963.280286 1003017.520396",POINT (1187463.2802863133 1003517.520395831),75.76408888950051,26.904208118317854,"POLYGON ((75.75897616261919 26.899758752304802, 75.75912599544544 26.908791992472178, 75.76920201689818 26.908657296437113, 75.76905138302672 26.899624066801067, 75.75897616261919 26.899758752304802))"
"1186963.280286 1004017.520396, 1186963.280286 1005017.520396, 1187963.280286 1005017.520396, 1187963.280286 1004017.520396, 1186963.280286 1004017.520396",POINT (1187463.2802863133 1004517.520395831),75.7642391347975,26.913241347103003,"POLYGON ((75.75912599544544 26.908791992472178, 75.75927585210428 26.917825220335043, 75.76935267472957 26.917690513770317, 75.76920201689818 26.908657296437113, 75.75912599544544 26.908791992472178))"
"1186963.280286 1005017.520396, 1186963.280286 1006017.520396, 1187963.280286 1006017.520396, 1187963.280286 1005017.520396, 1186963.280286 1005017.520396",POINT (1187463.2802863133 1005517.520395831),75.76438940399359,26.922274563471447,"POLYGON ((75.75927585210428 26.917825220335043, 75.75942573260139 26.92685843566732, 75.76950335652663 26.92672371857463, 75.76935267472957 26.917690513770317, 75.75927585210428 26.917825220335043))"
"1186963.280286 1006017.520396, 1186963.280286 1007017.520396, 1187963.280286 1007017.520396, 1187963.280286 1006017.520396, 1186963.280286 1006017.520396",POINT (1187463.2802863133 1006517.520395831),75.7645396970945,26.931307767197136,"POLYGON ((75.75942573260139 26.92685843566732, 75.75957563694243 26.935891638242943, 75.76965406229506 26.93575691062397, 75.76950335652663 26.92672371857463, 75.75942573260139 26.92685843566732))"
"1186963.280286 1007017.520396, 1186963.280286 1008017.520396, 1187963.280286 1008017.520396, 1187963.280286 1007017.520396, 1186963.280286 1007017.520396",POINT (1187463.2802863133 1007517.520395831),75.76469001410592,26.94034095805393,"POLYGON ((75.75957563694243 26.935891638242943, 75.75972556513312 26.944924827835784, 75.76980479204057 26.944790089692248, 75.76965406229506 26.93575691062397, 75.75957563694243 26.935891638242943))"
"1186963.280286 1008017.520396, 1186963.280286 1009017.520396, 1187963.280286 1009017.520396, 1187963.280286 1008017.520396, 1186963.280286 1008017.520396",POINT (1187463.2802863133 1008517.520395831),75.76484035503357,26.94937413581575,"POLYGON ((75.75972556513312 26.944924827835784, 75.75987551717915 26.953958004219725, 75.76995554576892 26.95382325555332, 75.76980479204057 26.944790089692248, 75.75972556513312 26.944924827835784))"
"1186963.280286 1009017.520396, 1186963.280286 1010017.520396, 1187963.280286 1010017.520396, 1187963.280286 1009017.520396, 1186963.280286 1009017.520396",POINT (1187463.2802863133 1009517.520395831),75.76499071988316,26.958407300256457,"POLYGON ((75.75987551717915 26.953958004219725, 75.76002549308622 26.962991167168646, 75.77010632348579 26.962856407981064, 75.76995554576892 26.95382325555332, 75.75987551717915 26.953958004219725))"
"1186963.280286 1010017.520396, 1186963.280286 1011017.520396, 1187963.280286 1011017.520396, 1187963.280286 1010017.520396, 1186963.280286 1010017.520396",POINT (1187463.2802863133 1010517.520395831),75.76514110866036,26.967440451149905,"POLYGON ((75.76002549308622 26.962991167168646, 75.76017549286 26.97202431645638, 75.77025712519693 26.971889546749342, 75.77010632348579 26.962856407981064, 75.76002549308622 26.962991167168646))"
"1186963.280286 1011017.520396, 1186963.280286 1012017.520396, 1187963.280286 1012017.520396, 1187963.280286 1011017.520396, 1186963.280286 1011017.520396",POINT (1187463.2802863133 1011517.520395831),75.76529152137094,26.976473588269954,"POLYGON ((75.76017549286 26.97202431645638, 75.76032551650621 26.981057451856767, 75.77040795090807 26.98092267163197, 75.77025712519693 26.971889546749342, 75.76017549286 26.97202431645638))"
"1186963.280286 1012017.520396, 1186963.280286 1013017.520396, 1187963.280286 1013017.520396, 1187963.280286 1012017.520396, 1186963.280286 1012017.520396",POINT (1187463.2802863133 1012517.520395831),75.76544195802057,26.98550671139041,"POLYGON ((75.76032551650621 26.981057451856767, 75.76047556403054 26.99009057314365, 75.77055880062493 26.989955782402756, 75.77040795090807 26.98092267163197, 75.76032551650621 26.981057451856767))"
"1186963.280286 1013017.520396, 1186963.280286 1014017.520396, 1187963.280286 1014017.520396, 1187963.280286 1013017.520396, 1186963.280286 1013017.520396",POINT (1187463.2802863133 1013517.520395831),75.76559241861499,26.994539820285116,"POLYGON ((75.76047556403054 26.99009057314365, 75.76062563543869 26.999123680090833, 75.77070967435324 26.998988878835583, 75.77055880062493 26.989955782402756, 75.76047556403054 26.99009057314365))"
"1186963.280286 1014017.520396, 1186963.280286 1015017.520396, 1187963.280286 1015017.520396, 1187963.280286 1014017.520396, 1186963.280286 1014017.520396",POINT (1187463.2802863133 1014517.520395831),75.76574290315989,27.003572914727865,"POLYGON ((75.76062563543869 26.999123680090833, 75.76077573073636 27.008156772472095, 75.77086057209874 27.008021960704152, 75.77070967435324 26.998988878835583, 75.76062563543869 26.999123680090833))"
"1186963.280286 1015017.520396, 1186963.280286 1016017.520396, 1187963.280286 1016017.520396, 1187963.280286 1015017.520396, 1186963.280286 1015017.520396",POINT (1187463.2802863133 1015517.520395831),75.76589341166101,27.012605994492436,"POLYGON ((75.76077573073636 27.008156772472095, 75.76092584992927 27.017189850061207, 75.77101149386715 27.017055027782302, 75.77086057209874 27.008021960704152, 75.76077573073636 27.008156772472095))"
"1187963.280286 989017.520396, 1187963.280286 990017.520396, 1188963.280286 990017.520396, 1188963.280286 989017.520396, 1187963.280286 989017.520396",POINT (1188463.2802863133 989517.520395831),75.7720523683845,26.777606836203805,"POLYGON ((75.76694502142277 26.773157686666124, 75.76709532045433 26.782191064812356, 75.77716011496982 26.78205579879647, 75.77700901667858 26.773022431261598, 75.76694502142277 26.773157686666124))"
"1187963.280286 990017.520396, 1187963.280286 991017.520396, 1188963.280286 991017.520396, 1188963.280286 990017.520396, 1187963.280286 990017.520396",POINT (1188463.2802863133 990517.520395831),75.77220307901767,26.786640204510356,"POLYGON ((75.76709532045433 26.782191064812356, 75.76724564336598 26.79122443381919, 75.7773112372681 26.791089157193657, 75.77716011496982 26.78205579879647, 75.76709532045433 26.782191064812356))"
"1187963.280286 991017.520396, 1187963.280286 992017.520396, 1188963.280286 992017.520396, 1188963.280286 991017.520396, 1187963.280286 991017.520396",POINT (1188463.2802863133 991517.520395831),75.77235381359728,26.79567356356546,"POLYGON ((75.76724564336598 26.79122443381919, 75.76739599016342 26.80025779346079, 75.77746238357912 26.80012250622731, 75.7773112372681 26.791089157193657, 75.76724564336598 26.79122443381919))"
"1187963.280286 992017.520396, 1187963.280286 993017.520396, 1188963.280286 993017.520396, 1188963.280286 992017.520396, 1187963.280286 992017.520396",POINT (1188463.2802863133 992517.520395831),75.772504572129,26.804706913143207,"POLYGON ((75.76739599016342 26.80025779346079, 75.76754636085234 26.809291143511278, 75.77761355390861 26.809155845671544, 75.77746238357912 26.80012250622731, 75.76739599016342 26.80025779346079))"
"1187963.280286 993017.520396, 1187963.280286 994017.520396, 1188963.280286 994017.520396, 1188963.280286 993017.520396, 1187963.280286 993017.520396",POINT (1188463.2802863133 993517.520395831),75.77265535461855,26.813740253017762,"POLYGON ((75.76754636085234 26.809291143511278, 75.76769675543844 26.818324483744757, 75.7777647482623 26.818189175300443, 75.77761355390861 26.809155845671544, 75.76754636085234 26.809291143511278))"
"1187963.280286 994017.520396, 1187963.280286 995017.520396, 1188963.280286 995017.520396, 1188963.280286 994017.520396, 1187963.280286 994017.520396",POINT (1188463.2802863133 994517.520395831),75.77280616107164,26.822773582963205,"POLYGON ((75.76769675543844 26.818324483744757, 75.76784717392741 26.827357813935304, 75.77791596664592 26.827222494888144, 75.7777647482623 26.818189175300443, 75.76769675543844 26.818324483744757))"
"1187963.280286 995017.520396, 1187963.280286 996017.520396, 1188963.280286 996017.520396, 1188963.280286 995017.520396, 1187963.280286 995017.520396",POINT (1188463.2802863133 995517.520395831),75.772956991494,26.831806902753605,"POLYGON ((75.76784717392741 26.827357813935304, 75.76799761632493 26.83639113385705, 75.7780672090652 26.836255804208715, 75.77791596664592 26.827222494888144, 75.76784717392741 26.827357813935304))"
"1187963.280286 996017.520396, 1187963.280286 997017.520396, 1188963.280286 997017.520396, 1188963.280286 996017.520396, 1187963.280286 996017.520396",POINT (1188463.2802863133 996517.520395831),75.7731078458913,26.84084021216308,"POLYGON ((75.76799761632493 26.83639113385705, 75.76814808263676 26.845424443283985, 75.77821847552585 26.84528910303622, 75.7780672090652 26.836255804208715, 75.76799761632493 26.83639113385705))"
"1187963.280286 997017.520396, 1187963.280286 998017.520396, 1188963.280286 998017.520396, 1188963.280286 997017.520396, 1187963.280286 997017.520396",POINT (1188463.2802863133 997517.520395831),75.77325872426931,26.849873510965647,"POLYGON ((75.76814808263676 26.845424443283985, 75.76829857286853 26.85445774199022, 75.77836976603362 26.854322391144674, 75.77821847552585 26.84528910303622, 75.76814808263676 26.845424443283985))"
"1187963.280286 998017.520396, 1187963.280286 999017.520396, 1188963.280286 999017.520396, 1188963.280286 998017.520396, 1187963.280286 998017.520396",POINT (1188463.2802863133 998517.520395831),75.77340962663372,26.858906798935326,"POLYGON ((75.76829857286853 26.85445774199022, 75.76844908702597 26.863491029749753, 75.77852108059425 26.86335566830816, 75.77836976603362 26.854322391144674, 75.76829857286853 26.85445774199022))"
"1187963.280286 999017.520396, 1187963.280286 1000017.520396, 1188963.280286 1000017.520396, 1188963.280286 999017.520396, 1187963.280286 999017.520396",POINT (1188463.2802863133 999517.520395831),75.77356055299026,26.86794007584621,"POLYGON ((75.76844908702597 26.863491029749753, 75.76859962511482 26.87252430633661, 75.77867241921345 26.872388934300652, 75.77852108059425 26.86335566830816, 75.76844908702597 26.863491029749753))"
"1187963.280286 1000017.520396, 1187963.280286 1001017.520396, 1188963.280286 1001017.520396, 1188963.280286 1000017.520396, 1187963.280286 1000017.520396",POINT (1188463.2802863133 1000517.520395831),75.77371150334463,26.876973341472244,"POLYGON ((75.76859962511482 26.87252430633661, 75.76875018714075 26.88155757152479, 75.77882378189699 26.881422188896163, 75.77867241921345 26.872388934300652, 75.76859962511482 26.87252430633661))"
"1187963.280286 1001017.520396, 1187963.280286 1002017.520396, 1188963.280286 1002017.520396, 1188963.280286 1001017.520396, 1187963.280286 1001017.520396",POINT (1188463.2802863133 1001517.520395831),75.77386247770258,26.886006595587467,"POLYGON ((75.76875018714075 26.88155757152479, 75.76890077310946 26.89059082508829, 75.77897516865059 26.89045543186872, 75.77882378189699 26.881422188896163, 75.76875018714075 26.88155757152479))"
"1187963.280286 1002017.520396, 1187963.280286 1003017.520396, 1188963.280286 1003017.520396, 1188963.280286 1002017.520396, 1187963.280286 1002017.520396",POINT (1188463.2802863133 1002517.520395831),75.77401347606983,26.895039837965843,"POLYGON ((75.76890077310946 26.89059082508829, 75.76905138302672 26.899624066801067, 75.77912657948 26.899488662992237, 75.77897516865059 26.89045543186872, 75.76890077310946 26.89059082508829))"
"1187963.280286 1003017.520396, 1187963.280286 1004017.520396, 1188963.280286 1004017.520396, 1188963.280286 1003017.520396, 1187963.280286 1003017.520396",POINT (1188463.2802863133 1003517.520395831),75.77416449845208,26.904073068381326,"POLYGON ((75.76905138302672 26.899624066801067, 75.76920201689818 26.908657296437113, 75.77927801439095 26.908521882040727, 75.77912657948 26.899488662992237, 75.76905138302672 26.899624066801067))"
"1187963.280286 1004017.520396, 1187963.280286 1005017.520396, 1188963.280286 1005017.520396, 1188963.280286 1004017.520396, 1187963.280286 1004017.520396",POINT (1188463.2802863133 1004517.520395831),75.7743155448551,26.913106286607857,"POLYGON ((75.76920201689818 26.908657296437113, 75.76935267472957 26.917690513770317, 75.7794294733892 26.917555088788102, 75.77927801439095 26.908521882040727, 75.76920201689818 26.908657296437113))"
"1187963.280286 1005017.520396, 1187963.280286 1006017.520396, 1188963.280286 1006017.520396, 1188963.280286 1005017.520396, 1187963.280286 1005017.520396",POINT (1188463.2802863133 1005517.520395831),75.77446661528461,26.922139492419408,"POLYGON ((75.76935267472957 26.917690513770317, 75.76950335652663 26.92672371857463, 75.7795809564805 26.9265882830083, 75.7794294733892 26.917555088788102, 75.76935267472957 26.917690513770317))"
"1187963.280286 1006017.520396, 1187963.280286 1007017.520396, 1188963.280286 1007017.520396, 1188963.280286 1006017.520396, 1187963.280286 1006017.520396",POINT (1188463.2802863133 1006517.520395831),75.77461770974632,26.93117268558989,"POLYGON ((75.76950335652663 26.92672371857463, 75.76965406229506 26.93575691062397, 75.77973246367058 26.9356214644752, 75.7795809564805 26.9265882830083, 75.76950335652663 26.92672371857463))"
"1187963.280286 1007017.520396, 1187963.280286 1008017.520396, 1188963.280286 1008017.520396, 1188963.280286 1007017.520396, 1187963.280286 1007017.520396",POINT (1188463.2802863133 1007517.520395831),75.77476882824598,26.940205865893212,"POLYGON ((75.76965406229506 26.93575691062397, 75.76980479204057 26.944790089692248, 75.77988399496522 26.944654632962735, 75.77973246367058 26.9356214644752, 75.76965406229506 26.93575691062397))"
"1187963.280286 1008017.520396, 1187963.280286 1009017.520396, 1188963.280286 1009017.520396, 1188963.280286 1008017.520396, 1187963.280286 1008017.520396",POINT (1188463.2802863133 1008517.520395831),75.77491997078934,26.94923903310324,"POLYGON ((75.76980479204057 26.944790089692248, 75.76995554576892 26.95382325555332, 75.78003555037013 26.953687788244807, 75.77988399496522 26.944654632962735, 75.76980479204057 26.944790089692248))"
"1187963.280286 1009017.520396, 1187963.280286 1010017.520396, 1188963.280286 1010017.520396, 1188963.280286 1009017.520396, 1187963.280286 1009017.520396",POINT (1188463.2802863133 1009517.520395831),75.77507113738211,26.958272186993845,"POLYGON ((75.76995554576892 26.95382325555332, 75.77010632348579 26.962856407981064, 75.7801871298911 26.962720930095248, 75.78003555037013 26.953687788244807, 75.76995554576892 26.95382325555332))"
"1187963.280286 1010017.520396, 1187963.280286 1011017.520396, 1188963.280286 1011017.520396, 1188963.280286 1010017.520396, 1187963.280286 1010017.520396",POINT (1188463.2802863133 1010517.520395831),75.77522232803005,26.9673053273389,"POLYGON ((75.77010632348579 26.962856407981064, 75.77025712519693 26.971889546749342, 75.78033873353387 26.971754058287903, 75.7801871298911 26.962720930095248, 75.77010632348579 26.962856407981064))"
"1187963.280286 1011017.520396, 1187963.280286 1012017.520396, 1188963.280286 1012017.520396, 1188963.280286 1011017.520396, 1187963.280286 1011017.520396",POINT (1188463.2802863133 1011517.520395831),75.7753735427389,26.97633845391227,"POLYGON ((75.77025712519693 26.971889546749342, 75.77040795090807 26.98092267163197, 75.7804903613042 26.980787172596646, 75.78033873353387 26.971754058287903, 75.77025712519693 26.971889546749342))"
"1187963.280286 1012017.520396, 1187963.280286 1013017.520396, 1188963.280286 1013017.520396, 1188963.280286 1012017.520396, 1187963.280286 1012017.520396",POINT (1188463.2802863133 1012517.520395831),75.7755247815144,26.98537156648775,"POLYGON ((75.77040795090807 26.98092267163197, 75.77055880062493 26.989955782402756, 75.78064201320787 26.98982027279526, 75.7804903613042 26.980787172596646, 75.77040795090807 26.98092267163197))"
"1187963.280286 1013017.520396, 1187963.280286 1014017.520396, 1188963.280286 1014017.520396, 1188963.280286 1013017.520396, 1187963.280286 1013017.520396",POINT (1188463.2802863133 1013517.520395831),75.77567604436229,26.99440466483919,"POLYGON ((75.77055880062493 26.989955782402756, 75.77070967435324 26.998988878835583, 75.7807936892506 26.99885335865759, 75.78064201320787 26.98982027279526, 75.77055880062493 26.989955782402756))"
"1187963.280286 1014017.520396, 1187963.280286 1015017.520396, 1188963.280286 1015017.520396, 1188963.280286 1014017.520396, 1187963.280286 1014017.520396",POINT (1188463.2802863133 1014517.520395831),75.77582733128833,27.003437748740367,"POLYGON ((75.77070967435324 26.998988878835583, 75.77086057209874 27.008021960704152, 75.78094538943819 27.007886429957416, 75.7807936892506 26.99885335865759, 75.77070967435324 26.998988878835583))"
"1187963.280286 1015017.520396, 1187963.280286 1016017.520396, 1188963.280286 1016017.520396, 1188963.280286 1015017.520396, 1187963.280286 1015017.520396",POINT (1188463.2802863133 1015517.520395831),75.77597864229826,27.012470817965077,"POLYGON ((75.77086057209874 27.008021960704152, 75.77101149386715 27.017055027782302, 75.78109711377638 27.01691948646853, 75.78094538943819 27.007886429957416, 75.77086057209874 27.008021960704152))"
"1188963.280286 989017.520396, 1188963.280286 990017.520396, 1189963.280286 990017.520396, 1189963.280286 989017.520396, 1188963.280286 989017.520396",POINT (1189463.2802863133 989517.520395831),75.78211675126806,26.777471216721523,"POLYGON ((75.77700901667858 26.773022431261598, 75.77716011496982 26.78205579879647, 75.78722488547828 26.781919815209328, 75.78707298793306 26.772886458342118, 75.77700901667858 26.773022431261598))"
"1188963.280286 990017.520396, 1188963.280286 991017.520396, 1189963.280286 991017.520396, 1189963.280286 990017.520396, 1188963.280286 990017.520396",POINT (1189463.2802863133 990517.520395831),75.78226826122153,26.786504574389422,"POLYGON ((75.77716011496982 26.78205579879647, 75.7773112372681 26.791089157193657, 75.78737680715746 26.79095316294057, 75.78722488547828 26.781919815209328, 75.77716011496982 26.78205579879647))"
